Asset,DateTime,Price_Close,03_01,03_02,03_03,03_04,03_05,03_06,03_07,03_08,03_09,03_10,03_11,03_12,01_01,01_02,01_03,01_04,01_05,01_06,01_07,01_08,01_09,01_10,01_11,01_12
XAU/USD,1/23/2015 17:00,1293.9,-0.001756459,-0.000654239,-7.00E-05,-6.89E-05,-0.002458818,-0.002457903,-0.00243914,-0.002439845,-0.002175289,-0.001886354,-0.001745921,-0.001750484,-0.001786297,-0.000659807,-7.10E-05,-7.03E-05,-0.002514773,-0.002484647,-0.002518459,-0.002495192,-0.001884313,-0.001899116,-0.001802366,-0.001789777
XAU/USD,1/26/2015 17:00,1281.17,0.004249599,0.004278441,0.004223464,0.004149267,-0.006802537,-0.006799994,-0.005813721,-0.004191218,-0.001279602,0.003701684,0.004249266,0.004260412,0.00432206,0.004315129,0.0042834,0.004238308,-0.006958111,-0.006874346,-0.006003585,-0.004286549,0.004144719,0.000740929,0.004387168,0.004356409
XAU/USD,1/27/2015 17:00,1291.86,-0.003550549,-0.003574524,-0.003528823,-0.003467135,-0.003613763,-0.003612406,-0.004286063,0.003537361,-0.000821341,0,-0.004395783,-0.004269177,-0.00361078,-0.003605019,-0.003578646,-0.003541163,-0.003696787,-0.003652083,-0.004426748,0.003618236,0.002577304,-0.005227752,-0.005408863,-0.004364945
XAU/USD,1/28/2015 17:00,1284.38,-0.001125452,0.002511284,0.002479048,0.002435542,0.002538964,0.002538007,-0.002487685,-0.002465334,-0.002475236,0,0,-0.002506734,-0.001144582,0.002532796,0.002514192,0.002487752,0.002597539,0.002565998,-0.002569688,-0.00252147,-0.002441301,-0.002465594,-0.002580979,-0.002563203
XAU/USD,1/29/2015 17:00,1257.15,-0.001742097,0.009091006,0.008974952,0.008818296,0.009190646,0.009187199,0.005686623,0.006935681,0.004459911,0.003808812,0.002405958,-0.001745955,0.005796773,0.009168442,0.009101473,0.009006289,0.009401456,0.009287946,0.00587444,0.007093736,0.005522357,0.005644373,0.005909034,0.005859586
XAU/USD,1/30/2015 17:00,1282.85,0,-0.005272074,-0.005205144,-0.005114782,-0.002009123,-0.003582886,-0.003575938,-0.003529556,-0.002508094,-0.001998832,-0.002076859,0.002554328,-0.002041546,-0.001954326,-0.001937967,-0.001917951,-0.002054622,-0.003621844,-0.003693131,-0.003609362,-0.002436077,-0.001986365,-0.002078388,-0.002061905
XAU/USD,2/2/2015 17:00,1273.61,0,0,0,0,-0.004627668,-0.004626134,-0.004628543,-0.004580257,-0.003104813,-0.003044881,-0.003135634,-0.003144022,-0.003179384,-0.003155734,-0.004655141,-0.003102246,-0.004733511,-0.004676801,-0.004781358,-0.004684573,-0.003034245,-0.00309273,-0.003237262,-0.003211366
XAU/USD,2/3/2015 17:00,1260.23,0.001494148,0.001492434,0,0,0.004544176,0.004549635,0.004552014,0.004504321,0.003978982,-0.000988088,-0.001017227,0.009028199,-0.001031268,-0.001023679,0.004571271,-0.001006509,0.004648572,0.004599683,0.00470298,0.004607361,0.008704729,-0.001003454,-0.001049837,0.009209035
XAU/USD,2/4/2015 17:00,1268.78,-0.002920653,-0.002917321,0,0,-0.002884883,-0.002888326,-0.002889826,-0.002859744,-0.002886633,-0.002843244,-0.002928255,-0.002878408,-0.002969243,-0.002947086,-0.002901972,-0.002896977,-0.002950718,-0.00291989,-0.00298502,-0.002924731,-0.00277513,-0.002888064,-0.003023472,-0.002934306
XAU/USD,2/5/2015 17:00,1264.38,0.001514179,0.001512439,0,0,0.001495499,0.001497297,0.00149808,0.001482373,-0.005164443,0.001473758,0.001518149,0.001492118,0.00153956,0.001527985,0.001504423,0.001501814,0.001529882,0.00151378,0.001547802,0.001516309,-0.00678635,0.00149716,0.001567893,0.00152131
XAU/USD,2/6/2015 17:00,1233.32,0.010607254,0.010595155,0.00442013,0.004343091,0.010477374,0.010489875,0.010495323,0.010386096,0.004459123,0.001623377,0.010634855,0.010453864,0.01078368,0.010703228,0.010539422,0.010521288,0.010716415,0.010604481,0.010840966,0.01062206,-0.003567273,-0.00363442,0.010980581,0.010656825
XAU/USD,2/9/2015 17:00,1238.61,-0.001789712,-0.00178769,-0.001803262,-0.001771993,-0.001768001,-0.001770091,-0.001771002,-0.001752739,-0.001819087,-0.001792516,-0.001794326,-0.00176407,-0.001819197,-0.001805753,-0.001778374,-0.001775342,-0.001807957,-0.001789249,-0.001828768,-0.001792187,-0.001786282,-0.001822634,-0.001852092,-0.001797998
XAU/USD,2/10/2015 17:00,1233.11,0.001869317,0.001867195,0.001883536,0.001850725,0.001846537,0.00184873,0.001849685,0.001830526,-0.001449307,0.00187226,0.001874158,0.001842413,0.001900257,0.001886149,0.00185742,0.00185424,0.001888462,0.001868831,0.001910303,0.001871914,-0.00446542,0.001903865,0.001934782,0.001878011
XAU/USD,2/11/2015 17:00,1217.92,0.005142566,0.005136751,0.005181528,0.005091615,0.005080138,0.005086147,0.005088766,0.005036256,0.001469345,0.005150629,0.005155831,0.005068836,0.005227347,0.005188689,0.005109963,0.005101247,0.005195026,0.005141234,0.00525487,0.005149682,0.005218536,0.005237231,0.005321937,0.00516639
XAU/USD,2/12/2015 17:00,1221.45,-0.001185474,-0.001184144,-0.001194382,-0.001173822,-0.001171197,-0.001172572,-0.001173171,-0.001161161,-0.001237193,-0.001187317,-0.001188507,-0.001168613,-0.001204857,-0.00119602,-0.001178018,-0.001176025,-0.001197468,-0.001185169,-0.001211149,-0.001187101,-0.001202843,-0.001207117,-0.001226477,-0.001190921
XAU/USD,2/13/2015 17:00,1229.15,-0.002598155,-0.002595227,-0.002617774,-0.002572499,-0.002566719,-0.002569745,-0.002571064,-0.00254462,-0.001845553,-0.002602215,-0.002604835,-0.002561028,-0.002640843,-0.002621379,-0.002581738,-0.002577349,-0.00262457,-0.002597484,-0.0026547,-0.002601739,-0.001790143,-0.00264582,-0.002688465,-0.002610151
XAU/USD,2/16/2015 17:00,1231.88,-0.000922954,-0.000921912,-0.000929936,-0.000913822,-0.000911765,-0.000912842,-0.000913312,-0.0009039,0.000959891,-0.001047303,-0.001751359,-0.000909739,-0.000938148,-0.00093122,-0.000917111,-0.000915548,-0.000932356,-0.000922715,-0.00094308,-0.000924229,0.000941739,-0.001189728,-0.002681542,-0.000927224
XAU/USD,2/17/2015 17:00,1209.25,0.007650198,0.00764156,0.007708072,0.007574512,0.007557462,0.007566388,0.007570279,0.007492275,-0.003159355,-0.001110434,-0.000951865,0.007540673,0.007776131,0.00771871,0.007601767,0.007588819,0.007728122,0.007648218,0.007817013,0.007660768,0.001017606,-0.007287361,-0.009315183,0.007685586
XAU/USD,2/18/2015 17:00,1212.08,-0.000942654,-0.000941606,-0.00094968,-0.000933464,-0.000931394,-0.000932478,-0.00093295,-0.000923476,-0.001001296,-0.000979707,-0.000999969,-0.000929355,-0.00095794,-0.000950971,-0.000936774,-0.000935202,-0.000952113,-0.000942414,-0.0009629,-0.000943938,-0.000969121,-0.001003187,-0.001040466,-0.00094695
XAU/USD,2/19/2015 17:00,1206.54,0.001868881,0.001866775,0.001882989,0.00185043,0.001846273,0.001848449,0.001849398,0.001830381,-0.004515077,0.001943319,0.001984057,0.00184218,0.001899579,0.001885582,0.001857074,0.001853918,0.001887876,0.001868398,0.001909544,0.001871457,-0.004399133,0.001990528,0.002065546,0.001877507
XAU/USD,2/20/2015 17:00,1201.8,0.001602208,0.001600399,0.001614327,0.001586359,0.001582789,0.001584658,0.001585473,0.001569138,-0.000117769,-0.004043204,0.001701155,0.001579273,0.001628579,0.001616554,0.001592066,0.001589355,0.001618525,0.001601793,0.001637139,0.001604421,-0.003580435,-0.004150669,0.001771176,0.001609618
XAU/USD,2/23/2015 17:00,1201.39,0.00014579,0.000145618,0.000146947,0.000144279,0.000143939,0.000144117,0.000144195,0.000142638,-0.00116188,-0.000636722,0.006233694,0.001434301,0.000148308,0.00014716,0.000144823,0.000144565,0.000147348,0.000145751,0.000149126,0.000146002,0.007185856,0.007326567,0.006490468,0.001461781
XAU/USD,2/24/2015 17:00,1199.87,0.00051753,0.000516942,0.000521473,0.000512375,0.000511214,0.000511822,0.000512087,0.000506775,-0.000793559,-0.000525018,-0.000534527,-0.000526583,0.000526109,0.000522197,0.000514232,0.00051335,0.000522839,0.000517395,0.000528895,0.00051825,-0.000778078,-0.000540304,-0.000556302,-0.000536432
XAU/USD,2/25/2015 17:00,1204.46,-0.004306859,-0.005325098,-0.003243164,-0.001520551,-0.00324726,-0.003184029,-0.00151971,-0.00150421,-0.00650528,0.001039633,0.001645233,0.00162031,-0.004378133,-0.005379741,-0.004923486,-0.001523394,-0.005767791,-0.005570765,-0.001568716,-0.001537687,-0.006331459,0.001073441,0.001713624,0.001651213
XAU/USD,2/26/2015 17:00,1208.98,-0.003240155,0.001594539,0,-0.003386828,0,0,-0.004587404,-0.004540395,-0.003583271,-0.005586002,-0.003244996,-0.003213739,-0.00319226,0.001611667,-0.003476558,-0.00536031,-0.00353868,-0.008874478,-0.008070753,-0.007910109,-0.00348526,-0.003181488,-0.003273664,-0.003172404
XAU/USD,2/27/2015 17:00,1212.84,0.001358043,0.001360606,0,0,0,0,0,0,0.002339806,0.001352559,-0.001910831,0.001346899,0.001389316,0.00137521,0.001365365,0.001351193,0.001389212,0.001373427,0.001397934,0.001369867,0.002273886,0.001383891,-0.001987785,0.001380609
XAU/USD,3/2/2015 17:00,1206.76,-0.001525776,-0.003156972,-0.005212112,-0.005130984,-0.006068134,-0.005220162,0,0,-0.00064807,-0.001519665,-0.001538564,-0.001513357,-0.001562414,-0.00319067,-0.002135794,-0.002113775,-0.003050797,-0.002148317,-0.001570217,-0.00301092,-0.000630043,-0.001556364,-0.001602283,-0.001552703
XAU/USD,3/3/2015 17:00,1203.29,-0.000712259,-0.002539224,-0.001638146,-0.00161283,-0.001696525,-0.001640658,0,0,-0.002224151,-0.001547281,-0.001560815,-0.001540902,-0.000724044,-0.002566252,-0.001649221,-0.001636389,-0.001736965,-0.001669239,-0.002620352,-0.002573166,-0.002162173,-0.001573484,-0.001624986,-0.001569809
XAU/USD,3/4/2015 17:00,1199.96,0.00118346,0.003372861,0.00174059,0.001713342,0.001742939,0.002214428,0,0,0.001220301,0.001179676,0.001190151,0.001174741,0.00120363,0.00340905,0.001752767,0.001738876,0.001785032,0.002253583,0.004367357,0.001771008,0.001185893,0.00119996,0.001239855,0.001197114
XAU/USD,3/5/2015 17:00,1197.96,0.000713085,0.000709445,0.000709106,0.000697965,0.000710066,0.000709478,0,0,0.000735356,0.000710798,0.00071713,0.000707815,0.000725278,0.000717086,0.000714085,0.000708405,0.00072728,0.000722071,0.000731355,0.000721662,0.000714555,0.000723059,0.00074718,0.000721339
XAU/USD,3/6/2015 17:00,1167.38,0.010789669,0.010735161,0.010730084,0.010563207,0.010744468,0.010735653,0.003587022,0.003550173,0.011123061,0.010755423,0.010850235,0.010710744,0.010972219,0.010849572,0.010804647,0.010719585,0.011002192,0.010924219,0.011063182,0.010918084,0.010811691,0.010939002,0.01129996,0.010913249
XAU/USD,3/9/2015 17:00,1166.94,0.000155554,0.000154766,0.000154693,0.000152283,0.000154901,0.000154773,0.000159471,0.000157823,-0.005182591,-0.00551009,-0.000340991,0.000154414,0.000158191,0.000156419,0.00015577,0.000154541,0.000158623,0.000157497,0.000159505,0.000157409,-0.00503826,-0.005603676,-0.000354955,0.000157339
XAU/USD,3/10/2015 17:00,1161.51,0.001906492,0.001896908,0.001896015,0.00186667,0.001898544,0.001896994,0.001954174,0.001934114,-0.002014431,0.001973254,0.001977577,0.001892614,0.001938586,0.001917024,0.001909125,0.001894169,0.001943855,0.001930148,0.001954576,0.001929069,-0.001958325,0.002006963,0.00205917,0.001928219
XAU/USD,3/11/2015 17:00,1154.89,0.00231562,0.002304022,0.002302942,0.002267429,0.002306002,0.002304126,0.002373313,0.002349042,-0.001672879,0.001176721,0.002401626,0.002298826,0.002354453,0.002328364,0.002318806,0.002300707,0.002360828,0.002344243,0.002373799,0.002342938,-0.0008392,-0.002378076,0.002500316,0.00234191
XAU/USD,3/12/2015 17:00,1153.15,-0.008448856,0.000611567,0.000611277,0.000601761,0.000612098,0.000611595,0.000630144,0.000623635,-0.005925159,0,-0.001314045,-0.003455755,-0.0093315,0.000618092,0.00061553,0.000610679,0.000626796,0.000622349,0.000630274,0.000621999,-0.000836719,-0.004836335,-0.003134582,-0.007550432
XAU/USD,3/13/2015 17:00,1157.4,0,-0.002050177,-0.000144241,-0.001446598,-0.001471051,-0.001469862,-0.00151371,-0.00149833,-0.003085429,0.000685518,0,0,-0.004115622,-0.00267457,-0.000145194,-0.001467695,-0.001505799,-0.001495289,-0.001514018,-0.001494462,-0.002981452,-0.003024899,-0.003082223,-0.003019748
XAU/USD,3/16/2015 17:00,1154.46,0,0,-0.002483253,-0.005504151,0.001026591,0.001025754,0.00105663,0.001045798,-0.00414297,-0.002463922,0,0,-0.002523455,-0.000820645,-0.003943683,-0.006280777,0.001051058,0.001043656,0.001056847,0.001043074,-0.004002801,-0.002530367,-0.0041451,-0.004020705
XAU/USD,3/17/2015 17:00,1149.37,0,0,0,0,0.001050974,0.001774591,0.001827968,0.001809243,0.001169902,-0.000228246,0,0,-0.000370863,-0.000379736,-0.000799767,0.00034221,3.23E-05,0.00180554,0.001828344,0.001804534,8.32E-05,-0.000825853,-0.000841881,-0.000366443
XAU/USD,3/18/2015 17:00,1167.62,-0.001096628,-0.001085069,0,0,0,-0.005438048,-0.008704657,-0.008615807,0.007819715,-0.001093507,-0.001095266,-0.001083274,0.003046891,0.002978097,0.00296227,0.003976809,0.00165566,-0.004588586,-0.008734612,-0.008618028,0.007041375,0.003052907,0.003121059,0.00302647
XAU/USD,3/19/2015 17:00,1170.57,0.001076377,0.00106494,-0.000978133,-0.000967345,-0.000976288,-0.000980631,0.001075033,0.001063923,0.001138846,0.001073289,0.001075029,0.001063164,0.001114219,0.001089025,0.001083571,0.001076713,0.001098036,0.001087489,0.00110314,0.001085436,0.001101971,0.001116791,0.001141772,0.001106737
XAU/USD,3/20/2015 17:00,1182.21,0.00421203,0.004167641,0.004154627,0.004108474,0.00414673,0.004165311,0.004206814,0.004163691,0.00445436,0.004200046,0.004206799,0.004160746,0.004358857,0.004261115,0.00423995,0.004213334,0.004296075,0.004255154,0.004315879,0.004247189,0.004311342,0.00436883,0.004465705,0.004329833
XAU/USD,3/23/2015 17:00,1189.4,0.002591498,0.002564294,0.002556318,0.002528029,0.002551477,0.002562866,0.002588301,0.002561873,0.002739972,0.002584154,0.002588292,0.002560068,0.002681466,0.002621577,0.002608608,0.002592297,0.002642999,0.002617925,0.002655134,0.002613043,0.002652354,0.002687576,0.002746922,0.002663683
XAU/USD,3/24/2015 17:00,1192.95,0.001279191,0.001265766,0.00126183,0.00124787,0.001259442,0.001265061,0.001277613,0.001264571,-0.000824532,0.001275567,0.001277609,0.001263681,0.001323587,0.001294034,0.001287634,0.001279585,0.001304605,0.001292232,0.001310593,0.001289823,0.004812533,0.001326603,0.001355887,0.001314812
XAU/USD,3/25/2015 17:00,1195.05,0.000756944,0.000748998,0.000746668,0.000738405,0.000745254,0.00074858,0.00075601,0.00074829,-0.000817511,0.000754799,0.000756008,0.000747763,0.000783223,0.00076573,0.000761942,0.000757177,0.000771987,0.000764663,0.000775532,0.000763237,0.000745751,0.000785008,0.000802343,0.000778029
XAU/USD,3/26/2015 17:00,1204.56,0.003415063,0.003379345,0.003368872,0.003331726,0.003362517,0.00337747,0.003410866,0.003376166,0.003724201,0.003405421,0.003410855,0.003373796,0.003533168,0.003454553,0.003437526,0.003416112,0.003482675,0.003449758,0.003498604,0.00344335,0.003602661,0.003541188,0.003619076,0.003509827
XAU/USD,3/27/2015 17:00,1198.56,-0.002142907,-0.002120614,-0.002114078,-0.002090891,-0.002110111,-0.002119444,-0.002140288,-0.00211863,0.001518524,-0.001911111,-0.00214028,-0.002117151,-0.0022166,-0.00216755,-0.002156925,-0.002143562,-0.002185098,-0.002164558,-0.002195037,-0.002160559,0.000828908,-0.002506197,-0.002270187,-0.002202038
XAU/USD,3/30/2015 17:00,1185.89,-0.004176572,-0.005404228,-0.00517763,-0.005323481,-0.005189047,-0.004496298,-0.004540723,-0.004494563,-0.00093394,0.000363653,-0.004226316,-0.004470198,-0.003947134,-0.006427587,-0.005277454,-0.005450998,-0.005369079,-0.004592459,-0.004657434,-0.004583934,0.000356805,0.001592576,-0.002272496,-0.003921091
XAU/USD,3/31/2015 17:00,1183.39,0,0,0.000884356,0.000874918,-0.002290109,-0.000884958,-0.000893679,-0.000884617,0.0009253,0.000885257,0.000893684,0.00088299,0.000909932,0.000894548,0.000887919,0.000882741,-0.0023376,-0.000903835,-0.000916589,-0.000902161,0.000881736,0.000901461,0.000928705,0.000903877
XAU/USD,4/1/2015 17:00,1203.8,0.002268203,0.002247297,-0.004196705,-0.004152054,-0.00266448,-0.002678216,0.007327222,0.007252608,-0.000223554,-0.000203923,-0.000216321,-0.000209307,-0.000209285,-0.000216519,-0.000210412,-0.000210099,-0.00146875,-0.001474826,0.007515889,0.007397072,-0.000186249,-0.000185028,-0.000206097,-0.000207971
XAU/USD,4/2/2015 17:00,1202.37,-0.000497789,-0.000493247,-0.000492237,-0.000486918,-0.000495358,-0.000496511,-0.000506523,-0.000501433,-0.000516844,-0.00049627,-0.000499438,-0.000494189,-0.000509901,-0.000499914,-0.000496908,-0.000493932,-0.000506441,-0.000504388,-0.000519385,-0.000511286,-0.000496708,-0.000508381,-0.000521285,-0.000506557
XAU/USD,4/3/2015 17:00,1209.82,0.002619084,0.002594951,0.002589583,0.002561329,0.002606165,0.00261229,0.002665501,0.002638449,0.002720382,0.002611013,0.002627846,0.002599955,0.00268346,0.002630373,0.002614403,0.00259859,0.002665068,0.002654152,0.002733896,0.002690824,0.002613337,0.002675382,0.002744,0.002665685
XAU/USD,4/6/2015 17:00,1214.74,0.003981189,0.003944634,0.00394388,0.003900999,0.002845983,0.002852643,0.004025926,0.003985215,0.002970162,0.003965701,0.003991175,0.003948964,0.004075334,0.003994999,0.00397083,0.003946898,0.004047503,0.004030986,0.004128841,0.004064032,0.003969217,0.004063112,0.004166934,0.004048438
XAU/USD,4/7/2015 17:00,1208.93,0.001993461,0.001975224,0.001984214,0.001962718,0.001195886,0.001198681,0.001983325,0.001963342,0.001695701,0.00198159,0.001994273,0.001973258,0.002036167,0.001996176,0.001984144,0.001972229,0.002022313,0.002014091,0.002033833,0.002002028,0.001983341,0.002030083,0.002081758,0.002022778
XAU/USD,4/8/2015 17:00,1202.14,0.002327251,0.002305983,0.002316467,0.002291398,0.002330964,0.002336407,0.00231543,0.002292125,0.002421739,0.002313407,0.002328198,0.002303689,0.002377054,0.002330418,0.002316385,0.00230249,0.002360898,0.00235131,0.002374332,0.002337241,0.002315449,0.002369959,0.002430218,0.002361441
XAU/USD,4/9/2015 17:00,1194.46,0.002622631,0.00259875,0.002610523,0.002582373,0.002626799,0.002632911,0.002609358,0.002583189,0.002728705,0.002607086,0.002623693,0.002596175,0.002678544,0.002626186,0.002610431,0.002594828,0.002660407,0.002649642,0.002675489,0.002633847,0.002609379,0.002670579,0.002738222,0.002661016
XAU/USD,4/10/2015 17:00,1207.12,-0.004314915,-0.004275699,-0.004295032,-0.004248805,-0.00432176,-0.004331795,-0.004293118,-0.004250146,-0.003236551,-0.004575942,-0.004605047,-0.004271471,-0.004406726,-0.004320753,-0.004294881,-0.004269259,-0.004376946,-0.004359269,-0.004401709,-0.004333333,-0.001304466,-0.004981416,-0.005107396,-0.004377946
XAU/USD,4/13/2015 17:00,1197.77,0.00319752,0.003168363,0.003182737,0.003148368,0.00320261,0.003210072,0.003181314,0.003149365,-0.002204033,0,0,-0.00208984,0.00326579,0.003201861,0.003182624,0.003163574,0.003243645,0.003230501,0.00326206,0.003211215,-0.002122943,-0.002168699,-0.002223689,-0.001761279
XAU/USD,4/14/2015 17:00,1192.45,0.001817572,0.001801014,0.001809177,0.001789659,0.001820462,0.001824699,0.001808369,0.001790225,0.001921984,-0.001349693,-0.00135829,0,0.00185634,0.001820037,0.001809113,0.001798294,0.001843764,0.0018363,0.001854221,0.001825349,0.001840814,0.001891003,0.001939221,0.00188313
XAU/USD,4/15/2015 17:00,1202.31,-0.003200388,-0.003638208,-0.003341857,-0.003305924,-0.003362633,-0.003370434,-0.00334037,-0.003306966,-0.000990921,0.000779004,8.26E-05,0,-0.003105749,-0.003995115,-0.00334174,-0.003321823,-0.003405529,-0.00339179,-0.003424778,-0.003371629,0.001189175,0.000809633,0.000102121,9.83E-05
XAU/USD,4/16/2015 17:00,1198.24,0,0,-0.004927135,-0.004596602,0.001398139,0.001401406,0.001388816,0.001374828,-0.002329274,-0.002243732,-0.002258079,0,-0.002289925,-0.002245313,-0.004926961,-0.004618789,0.001416106,0.001410351,0.00142417,0.001401907,-0.002235975,-0.002296529,-0.002354786,-0.002286129
XAU/USD,4/17/2015 17:00,1203.89,0,0,-0.001962569,-0.001940777,-0.001928604,-0.001933082,-0.001915823,-0.001896648,-0.002042361,-0.001959624,-0.003335316,0,-0.002007726,-0.001970299,-0.001962499,-0.001950176,-0.001953228,-0.001945341,-0.001964279,-0.001933768,-0.001952054,-0.002005914,-0.003478923,-0.001998152
XAU/USD,4/20/2015 17:00,1195.6,0.000688725,0.000682764,0.002888281,0.002856115,0.002838147,0.002844756,0.002819284,0.002790984,-0.000184122,0.002883935,-0.000783968,0.000684418,0.002954944,0.002899692,0.002888179,0.002869988,0.002874494,0.002862852,0.002890805,0.002845769,-0.001835357,0.002952269,-7.00E-05,0.002844609
XAU/USD,4/21/2015 17:00,1202.54,-0.000643339,-0.000637817,-0.002408667,-0.002381944,-0.002367015,-0.002372507,-0.002351342,-0.002327827,0,-0.000643229,-0.002433262,-0.000639349,-0.000658914,-0.00064671,-0.002408582,-0.002393469,-0.002397213,-0.002387541,-0.002410764,-0.002373348,-0.000643065,-0.000658323,-0.002532118,-0.000646494
XAU/USD,4/22/2015 17:00,1186.67,-0.003534145,-0.003503627,0.005517389,0.005456074,-0.000261362,0.00543442,0.00538586,0.005331908,0.001028427,-0.003529674,-0.004234942,-0.003512097,-0.003616287,-0.003548895,0.005517194,0.005482518,0.000870096,0.005468914,0.0055222,0.005436351,-0.003532633,-0.003613024,-0.004414484,-0.003599359
XAU/USD,4/23/2015 17:00,1193.85,-0.00251806,-0.002496233,-0.002484628,-0.002457142,-0.002508546,-0.002447435,-0.002425665,-0.002401475,-0.002615656,-0.002514862,-0.002551887,-0.002502291,-0.002576815,-0.00252861,-0.00248454,-0.002468996,-0.002528373,-0.002462898,-0.002486784,-0.002448301,-0.002516978,-0.002574481,-0.002660865,-0.002564706
XAU/USD,4/24/2015 17:00,1179.26,0.005123247,0.005078782,0.00505514,0.00499915,0.005103865,0.004979376,0.00493503,0.004885757,-0.00596146,0.005116731,0.005192158,0.005091123,0.005242944,0.005144738,0.005054961,0.005023297,0.005144255,0.005010876,0.005059532,0.004981139,-0.006130487,0.005238188,0.005414185,0.005218274
XAU/USD,4/27/2015 17:00,1201.92,-0.008046506,-0.01122451,-0.008217836,-0.008126967,-0.008016019,-0.008097285,-0.010945417,-0.007946148,-0.000447985,-0.008562329,-0.008929755,-0.008756215,-0.008234135,-0.011370343,-0.008217546,-0.008166158,-0.008079729,-0.008149305,-0.011221679,-0.008101023,-0.008989254,-0.009008814,-0.00931108,-0.00897461
XAU/USD,4/28/2015 17:00,1212.27,0.003609881,0.003576183,0.003584077,0.003544224,0.003588198,0.003575479,0.003557587,0.003524132,0.003759707,0.00360596,0.003658142,0.003586637,0.003694545,0.003622954,0.00358395,0.003561412,0.003646846,0.003614737,0.003647967,0.003593202,0.003649265,0.003690723,0.003815321,0.003676627
XAU/USD,4/29/2015 17:00,1204.56,-0.002682537,-0.002657557,-0.002663409,-0.002633864,-0.002666463,-0.002657035,-0.002643771,-0.002618969,-0.001873159,-0.002679631,-0.002718312,-0.002665307,-0.002745295,-0.002692229,-0.002663315,-0.002646607,-0.002709939,-0.002686137,-0.00271077,-0.002670173,-0.000925358,-0.002742462,-0.002834808,-0.002732014
XAU/USD,4/30/2015 17:00,1184.03,-0.00931525,-0.009232256,-0.009248864,-0.009145778,-0.008742367,-0.008711503,-0.008669795,-0.00858615,-0.001119695,-0.005403612,-0.009441088,-0.009256103,-0.009534264,-0.009353293,-0.009248535,-0.009190236,-0.00941087,-0.009328174,-0.009418024,-0.009272467,-0.001423946,-0.00149006,-0.009847773,-0.009488911
XAU/USD,5/1/2015 17:00,1178.09,0.002133729,0.002121818,0.002119005,0.002095169,0.002117057,0.002110173,0.002106974,0.002079535,0.002204247,0.002123755,0.002164565,0.002121757,0.002184378,0.002149898,0.002118929,0.002105448,0.002155839,0.002137347,0.002164919,0.002124463,0.00211815,0.002146256,0.002258734,0.002175635
XAU/USD,5/4/2015 17:00,1188.1,-0.003580137,-0.003560238,-0.003555538,-0.003515713,-0.003552283,-0.003540782,-0.003535438,-0.003489588,-0.000127214,-0.003563475,-0.003631651,-0.003560137,-0.003664746,-0.00360715,-0.003555411,-0.003532888,-0.003617074,-0.003586182,-0.003632241,-0.003564658,-0.00010626,-0.003601065,-0.003788924,-0.003650142
XAU/USD,5/5/2015 17:00,1193.1,-0.005531243,-0.005500338,-0.004861204,-0.005431194,-0.004858611,-0.004842805,-0.00483546,-0.005392854,0.001845944,0.001777581,-0.004965777,-0.004867521,-0.005662666,-0.005573198,-0.004861029,-0.005457865,-0.004945748,-0.004903303,-0.004966588,-0.005507202,0.001790792,0.00181339,-0.005181927,-0.004991185
XAU/USD,5/6/2015 17:00,1191.94,-0.000405245,-0.000403013,-0.00040253,-0.000398018,-0.000402651,-0.00040136,-0.00040076,-0.000395565,-0.000419074,-0.000403888,-0.000411061,-0.000403045,-0.000414731,-0.000408274,-0.000402516,-0.000399945,-0.000409427,-0.000405965,-0.000411127,-0.000403509,-0.000406818,-0.00041185,-0.000428676,-0.000413132
XAU/USD,5/7/2015 17:00,1184.21,-0.00274572,-0.002730342,-0.002727013,-0.002695937,-0.005150378,-0.002718952,-0.005125721,-0.002679042,-0.002626573,-0.003260258,-0.002785808,-0.002730565,-0.002811121,-0.002766598,-0.002726915,-0.002709208,-0.005238781,-0.002750682,-0.005260963,-0.002733757,9.12E-05,-0.003853161,-0.002907352,-0.002800094
XAU/USD,5/8/2015 17:00,1188.22,0.001432647,0.001424576,0.001422829,0.001406523,0.00013308,0.001418599,0.000132425,0.001397658,-0.000670471,0,0.001453687,0.001424693,0.001466975,0.001443604,0.001422778,0.001413486,0.000135432,0.001435251,0.000136022,0.001426369,0.000136187,-0.001292498,0.001517502,0.001461186
XAU/USD,5/11/2015 17:00,1183.76,-0.001585364,-0.001576478,-0.001574555,-0.001556599,-0.001596059,-0.001569897,-0.001588404,-0.001546837,-0.001842394,-0.001871252,-0.002586931,-0.001576607,-0.001623155,-0.001597428,-0.001574498,-0.001564267,-0.001623506,-0.001588231,-0.001630394,-0.001578452,-0.001585486,-0.001617963,-0.003735583,-0.001616783
XAU/USD,5/12/2015 17:00,1193.83,0.003591671,0.003571472,0.0035671,0.003526285,0.003615983,0.003556512,0.003598581,0.003504097,-0.000732034,0.003584586,-0.000499086,0.003571765,0.003677585,0.003619095,0.003566971,0.003543714,0.003678384,0.003598189,0.003694044,0.003575958,-0.004011858,0.003665782,-0.003828895,0.003663098
XAU/USD,5/13/2015 17:00,1215.55,0.007701879,0.007658815,0.007649493,0.007562467,0.007753709,0.007626919,0.00771661,0.007515151,0.007941453,0.007686774,0.007868743,0.007659439,0.007885017,0.007760343,0.007649218,0.007599631,0.00788672,0.007715774,0.007920095,0.00766838,0.007710854,0.00785986,0.008258819,0.007854139
