trade_id,buy/sell,notional,executed_price,order_datetime,instrument,alpha
110300,-1,"180,000",1.36678,1/12/2018 9:36:52.3652,GBP/USD,MAR
110304,-1,"480,000",1.36673,1/12/2018 9:36:53.3653,GBP/USD,MAR
110324,-1,"180,000",1.3668,1/12/2018 10:22:15.2215,GBP/USD,MAR
110331,-1,"140,000",1.36678,1/12/2018 10:22:16.2216,GBP/USD,MAR
110344,1,"310,000",1.36735,1/12/2018 10:29:17.2917,GBP/USD,SOM
110349,-1,"180,000",1.36731,1/12/2018 10:38:15.3815,GBP/USD,MAR
110361,1,"140,000",1.36866,1/12/2018 11:02:13.213,GBP/USD,DIS
110371,1,"490,000",1.36837,1/12/2018 11:02:49.249,GBP/USD,SOM
110379,1,"180,000",1.3687,1/12/2018 11:03:29.329,GBP/USD,MAR
110384,1,"320,000",1.36837,1/12/2018 11:17:39.1739,GBP/USD,SOM
110385,1,"320,000",1.36837,1/12/2018 11:17:40.1740,GBP/USD,SOM
110389,1,"180,000",1.36831,1/12/2018 11:18:29.1829,GBP/USD,MAR
110399,1,"490,000",1.36795,1/12/2018 11:32:58.3258,GBP/USD,SOM
110412,1,"310,000",1.36807,1/12/2018 11:35:02.352,GBP/USD,SOM
110418,1,"490,000",1.36896,1/12/2018 12:03:36.336,GBP/USD,SOM
110420,1,"180,000",1.36894,1/12/2018 12:04:53.453,GBP/USD,MAR
110423,1,"180,000",1.36899,1/12/2018 12:06:16.616,GBP/USD,SOM
110425,1,"320,000",1.36885,1/12/2018 12:18:13.1813,GBP/USD,SOM
110428,1,"200,000",1.36902,1/12/2018 12:20:23.2023,GBP/USD,SOM
110431,1,"130,000",1.36902,1/12/2018 12:33:30.3330,GBP/USD,SOM
110436,1,"180,000",1.36885,1/12/2018 12:36:11.3611,GBP/USD,SOM
110438,-1,"220,000",1.36956,1/12/2018 13:04:03.43,GBP/USD,SOM
110456,-1,"180,000",1.37206,1/12/2018 14:06:24.624,GBP/USD,MAR
110467,1,"240,000",1.37357,1/12/2018 14:33:14.3314,GBP/USD,MAR
110469,1,"180,000",1.37336,1/12/2018 15:02:01.21,GBP/USD,DIS
110485,1,"180,000",1.37328,1/12/2018 15:17:02.172,GBP/USD,DIS
110500,1,"180,000",1.37322,1/12/2018 15:32:12.3212,GBP/USD,DIS
110520,1,"180,000",1.37331,1/12/2018 16:03:23.323,GBP/USD,MAR
110523,1,"180,000",1.37331,1/12/2018 16:03:24.324,GBP/USD,MAR
110524,1,"180,000",1.3742,1/12/2018 16:18:07.187,GBP/USD,MAR
110533,1,"180,000",1.3738,1/12/2018 16:33:22.3322,GBP/USD,MAR
